epoch,elapsed_time,train_loss,val_loss
1,7.420555114746094,0.8504669977874871,2.6427786547042755
2,3.2715132236480713,1.1336375731329449,2.798026691798283
3,3.0994479656219482,1.0798163671177208,1.8032619195139927
4,3.7526423931121826,0.9609358934358808,1.0687355029842127
5,3.352726936340332,0.7088290429102224,1.0106038632600203
6,2.6628634929656982,0.7237031508335158,0.580878091895062
7,2.6640989780426025,0.5592861113612327,0.35647393827852997
8,2.5210626125335693,0.4261957806649438,0.3086448344199554
9,2.462301015853882,0.3784210997176144,0.29201485022254614
10,2.926567554473877,0.3589448543722954,0.25591198257778003
11,3.1586556434631348,0.3300364813195509,0.24547147588885349
12,3.1281919479370117,0.326852146225671,0.21960035063650296
13,2.9382760524749756,0.30363527695615694,0.2118683820185454
14,2.770294666290283,0.2899421863053648,0.19508855789899826
15,2.7251691818237305,0.2658347956664664,0.23275476839879286
16,3.221717119216919,0.3128780422164454,0.16415853539238806
17,3.166187047958374,0.285152746531949,0.17670086277243885
18,3.055502414703369,0.2635081012798637,0.16346475895008314
19,3.3926682472229004,0.25665958407294137,0.15876240671976752
20,3.2976303100585938,0.2536122242985457,0.1354913412714782
21,2.4588911533355713,0.24696512327717388,0.17634023531623508
22,2.8820903301239014,0.25048908420579036,0.17425171480230664
23,3.0131428241729736,0.23086701061274334,0.1806714556625356
24,3.0465312004089355,0.22673953022795582,0.19868831231218317
25,2.7112207412719727,0.24150253727362214,0.17741609972132288
26,2.6045892238616943,0.20372028646810927,0.20102329062216956
27,3.0926570892333984,0.1989211686886847,0.1652444509951317
28,2.983283281326294,0.2100353312552008,0.20690921382249697
29,2.7167303562164307,0.2043063634712445,0.1625080666626277
30,2.7662694454193115,0.1935974146880765,0.1602409122025837
31,2.6541945934295654,0.18542480248377838,0.18848793870647965
32,2.7163987159729004,0.17795362170344511,0.14184231217950583
33,2.9038305282592773,0.18487360033517083,0.1588993340163775
34,2.8270604610443115,0.17368656646852432,0.13608982531434816
35,2.7524397373199463,0.1684245269892639,0.12651387978669093
36,2.738335132598877,0.1633757781850076,0.1559806935408193
37,2.547236204147339,0.17736510254785812,0.18414169440612846
38,3.0296618938446045,0.16105201891051574,0.1590675331004288
39,3.058137893676758,0.17692480796515092,0.15979859840286814
40,2.9137113094329834,0.16851322031620758,0.14038446501059376
41,2.9489076137542725,0.16176498687025487,0.14681962464490664
42,2.970510721206665,0.1604900508649288,0.1831734545285935
43,2.970335006713867,0.1636123385713354,0.16390260153085642
44,2.873000144958496,0.15484376100153385,0.2106030866422731
45,2.738691568374634,0.1629077577840929,0.16812544265438034
46,3.107975959777832,0.1610936474712696,0.1966514014436499
47,3.237346649169922,0.15745797124282832,0.15572587445216335
48,2.712456703186035,0.16853288888702528,0.1484673819909601
49,3.2444722652435303,0.15984300447407326,0.1835250718438107
50,2.9547834396362305,0.1662289694466285,0.1506330393578695
