epoch,elapsed_time,train_acc,val_acc
26,2.702181816101074,0.9017543859649125,0.8956521739130435
27,2.6801295280456543,0.9026315789473686,0.9
28,2.8530893325805664,0.899122807017544,0.9043478260869565
29,2.8813459873199463,0.9070175438596495,0.908695652173913
30,3.128542184829712,0.9070175438596494,0.8956521739130435
31,3.0235869884490967,0.9061403508771934,0.8826086956521739
32,3.4946930408477783,0.9122807017543865,0.9
33,2.8184752464294434,0.9175438596491233,0.9
34,2.880768299102783,0.9166666666666672,0.8913043478260869
35,3.3166913986206055,0.9140350877192989,0.9
36,2.914170026779175,0.9192982456140357,0.9043478260869565
37,2.951031446456909,0.9245614035087727,0.9
38,3.0820088386535645,0.9245614035087725,0.9043478260869565
39,3.2114477157592773,0.9236842105263162,0.9
40,3.1520793437957764,0.9254385964912287,0.908695652173913
41,3.0542550086975098,0.9175438596491233,0.9173913043478261
42,3.0230460166931152,0.9254385964912287,0.9043478260869565
43,3.239225149154663,0.9236842105263164,0.8869565217391304
44,3.2212748527526855,0.9201754385964919,0.9
45,3.370800495147705,0.9228070175438603,0.8869565217391304
46,3.6585402488708496,0.9122807017543862,0.9
47,3.774909257888794,0.928070175438597,0.908695652173913
48,3.2627248764038086,0.9245614035087726,0.8956521739130435
49,3.9153051376342773,0.928070175438597,0.9043478260869565
50,3.0083091259002686,0.9254385964912286,0.8956521739130435
