epoch,elapsed_time,train_acc,val_acc
1,6.378676414489746,0.4790697674418605,0.46511627906976744
2,2.4748148918151855,0.4779069767441861,0.46511627906976744
3,2.206418514251709,0.47441860465116287,0.46511627906976744
4,2.39198637008667,0.4755813953488371,0.5058139534883721
5,2.4781301021575928,0.49389534883720926,0.5406976744186046
6,2.2787160873413086,0.4959302325581395,0.5174418604651163
7,2.5169222354888916,0.5354651162790698,0.6162790697674418
8,2.2766129970550537,0.5659883720930234,0.6046511627906976
9,2.0788679122924805,0.5671511627906978,0.5872093023255814
10,2.2929368019104004,0.5723837209302327,0.6569767441860465
11,2.404279947280884,0.5796511627906977,0.6453488372093024
12,2.4421334266662598,0.5869186046511625,0.7151162790697675
13,2.4544193744659424,0.5808139534883721,0.7151162790697675
14,2.643838405609131,0.597674418604651,0.6802325581395349
15,2.4691574573516846,0.5999999999999996,0.6802325581395349
16,2.250520944595337,0.6235465116279069,0.6511627906976745
17,2.1797409057617188,0.6244186046511626,0.6918604651162791
18,2.252735137939453,0.6401162790697676,0.6918604651162791
19,2.2791926860809326,0.6386627906976743,0.6627906976744186
20,2.1939475536346436,0.621220930232558,0.6918604651162791
21,2.395686149597168,0.6482558139534886,0.7383720930232558
22,2.5025222301483154,0.6706395348837209,0.6744186046511628
23,2.3346567153930664,0.6520348837209304,0.7093023255813954
24,2.2583940029144287,0.7290697674418604,0.47674418604651164
25,2.270434617996216,0.16162790697674415,0.42441860465116277
26,2.225118398666382,0.44767441860465107,0.46511627906976744
27,2.241676092147827,0.46424418604651174,0.4941860465116279
28,2.213627815246582,0.476744186046512,0.5406976744186046
29,2.106863260269165,0.5171511627906981,0.6046511627906976
30,2.3653833866119385,0.5389534883720932,0.6453488372093024
31,2.217038869857788,0.5575581395348838,0.6162790697674418
32,2.1682052612304688,0.5851744186046507,0.6511627906976745
33,2.1267030239105225,0.5749999999999998,0.6686046511627907
34,2.13069486618042,0.6296511627906973,0.6569767441860465
35,2.139338254928589,0.6340116279069765,0.6511627906976745
36,2.0649619102478027,0.6119186046511627,0.6744186046511628
37,2.1447439193725586,0.6436046511627906,0.6162790697674418
38,2.299690008163452,0.6284883720930231,0.6511627906976745
39,2.2060329914093018,0.6558139534883721,0.6627906976744186
40,2.348206043243408,0.6165697674418604,0.6918604651162791
41,2.2717349529266357,0.6383720930232554,0.627906976744186
42,2.1465704441070557,0.6430232558139536,0.6686046511627907
43,2.188826322555542,0.6511627906976745,0.6744186046511628
44,2.189218759536743,0.6494186046511629,0.686046511627907
45,2.327202320098877,0.6470930232558142,0.6627906976744186
46,2.7612149715423584,0.6438953488372093,0.7209302325581395
47,2.300734281539917,0.6625000000000001,0.7267441860465116
48,2.2173619270324707,0.6796511627906977,0.7034883720930233
49,2.638481378555298,0.6921511627906977,0.7034883720930233
50,2.408726692199707,0.6758720930232557,0.7267441860465116
1,5.670661687850952,0.6350877192982457,0.34782608695652173
2,3.4223570823669434,0.6228070175438597,0.34782608695652173
3,2.838142156600952,0.6429824561403509,0.34782608695652173
4,2.802945613861084,0.5982456140350877,0.34782608695652173
5,2.9776253700256348,0.6605263157894735,0.34782608695652173
6,3.713684320449829,0.6464912280701753,0.7521739130434782
7,2.888580560684204,0.7587719298245619,0.908695652173913
8,2.8122642040252686,0.8096491228070181,0.908695652173913
9,2.843020439147949,0.8368421052631579,0.9217391304347826
10,3.037036657333374,0.8447368421052635,0.9130434782608695
11,2.943678617477417,0.8570175438596493,0.9217391304347826
12,3.2676219940185547,0.8605263157894745,0.9304347826086956
13,3.322265625,0.8631578947368427,0.8913043478260869
14,2.77327036857605,0.8754385964912283,0.9
15,3.2001802921295166,0.8666666666666668,0.908695652173913
16,2.738267421722412,0.8710526315789475,0.9260869565217391
17,2.8829610347747803,0.8719298245614037,0.9391304347826087
18,3.125465154647827,0.8789473684210529,0.9391304347826087
19,2.8912360668182373,0.8789473684210528,0.9521739130434783
20,2.7662627696990967,0.8824561403508774,0.9434782608695652
21,2.7275474071502686,0.8859649122807023,0.9391304347826087
22,2.7045700550079346,0.8885964912280703,0.9521739130434783
23,3.2108983993530273,0.885964912280702,0.9434782608695652
24,3.27327561378479,0.888596491228071,0.9043478260869565
25,3.39056396484375,0.9078947368421054,0.9
26,3.2098052501678467,0.9087719298245619,0.9173913043478261
27,3.5135955810546875,0.9078947368421055,0.9130434782608695
28,3.5348048210144043,0.9061403508771932,0.8826086956521739
29,3.57319974899292,0.9052631578947372,0.908695652173913
30,3.751265525817871,0.9087719298245617,0.9
31,3.5756947994232178,0.9052631578947373,0.908695652173913
32,3.6882150173187256,0.9122807017543864,0.8869565217391304
33,3.683237314224243,0.9140350877192988,0.8739130434782608
34,3.524984359741211,0.9140350877192986,0.8956521739130435
35,3.6413259506225586,0.916666666666667,0.9
36,3.5740907192230225,0.9157894736842108,0.9043478260869565
37,3.3094539642333984,0.9184210526315794,0.8956521739130435
38,3.3607466220855713,0.9201754385964916,0.9
39,3.380150318145752,0.921052631578948,0.9260869565217391
40,3.4021966457366943,0.9192982456140357,0.9
41,3.3830454349517822,0.9254385964912286,0.9
42,3.376676559448242,0.9192982456140358,0.8869565217391304
43,3.4579343795776367,0.9140350877192989,0.8913043478260869
44,3.6730189323425293,0.9228070175438605,0.9
45,3.182391881942749,0.9192982456140358,0.8956521739130435
46,3.4812164306640625,0.9166666666666674,0.9043478260869565
47,3.587169647216797,0.9149122807017548,0.8913043478260869
48,3.2411246299743652,0.9298245614035094,0.8869565217391304
49,3.2789864540100098,0.9219298245614042,0.8956521739130435
50,3.6022915840148926,0.9263157894736848,0.8869565217391304
1,5.156707525253296,0.6429824561403509,0.34782608695652173
2,2.891101360321045,0.6201754385964913,0.34782608695652173
3,2.8055899143218994,0.5929824561403508,0.34782608695652173
4,2.8880066871643066,0.5885964912280701,0.34782608695652173
5,2.82658052444458,0.6868421052631579,0.3565217391304348
6,2.8310253620147705,0.6675438596491229,0.45652173913043476
7,2.8378326892852783,0.7429824561403513,0.9130434782608695
8,2.821345090866089,0.8263157894736844,0.8913043478260869
9,2.9253904819488525,0.8368421052631582,0.9217391304347826
10,2.8992669582366943,0.8517543859649125,0.908695652173913
11,2.8006081581115723,0.8596491228070176,0.8739130434782608
12,2.855786085128784,0.860526315789474,0.908695652173913
13,2.8041977882385254,0.8666666666666669,0.9217391304347826
14,2.805114507675171,0.8666666666666667,0.9260869565217391
15,2.768796443939209,0.8692982456140355,0.9043478260869565
16,2.7208375930786133,0.8719298245614038,0.8956521739130435
17,2.72040057182312,0.8789473684210529,0.8956521739130435
18,2.7375075817108154,0.892105263157895,0.8956521739130435
19,2.806340456008911,0.8921052631578954,0.8826086956521739
20,2.8997015953063965,0.8929824561403513,0.9347826086956522
21,2.7996060848236084,0.8921052631578952,0.8956521739130435
22,2.7656779289245605,0.8947368421052635,0.8826086956521739
23,2.8930559158325195,0.9043859649122807,0.8913043478260869
24,3.2537753582000732,0.8973684210526319,0.9043478260869565
25,3.381350517272949,0.9008771929824566,0.9043478260869565
