epoch,elapsed_time,train_loss,val_loss
1,6.378676414489746,1.092831353115481,1.018830378850301
2,2.4748148918151855,1.0500808302746263,0.9651648932033114
3,2.206418514251709,1.0014659797036372,0.9546831217077043
4,2.39198637008667,0.9626513130443041,0.889394094546636
5,2.4781301021575928,0.9444802230180696,0.8768650359577603
6,2.2787160873413086,0.9226807314296102,0.8689715564250946
7,2.5169222354888916,0.9101122479106105,0.8662146793471442
8,2.2766129970550537,0.9029955455037051,0.8527040779590607
9,2.0788679122924805,0.8991443729677866,0.8591017027695974
10,2.2929368019104004,0.8999788470046465,0.8410369654496511
11,2.404279947280884,0.8907681495644325,0.8469869130187564
12,2.4421334266662598,0.8854648325332376,0.8241635395420922
13,2.4544193744659424,0.8851486548434856,0.8171043925815158
14,2.643838405609131,0.8856574470220611,0.8128508362505171
15,2.4691574573516846,0.8779484234577002,0.8204686343669891
16,2.250520944595337,0.879594532556312,0.8293142749203576
17,2.1797409057617188,0.8736352269039598,0.8075439069006178
18,2.252735137939453,0.8659409603407217,0.8150588803821139
19,2.2791926860809326,0.8600583825000497,0.8236480487717522
20,2.1939475536346436,0.8666251197803853,0.8059151205751631
21,2.395686149597168,0.8622581314208896,0.8050486213631101
22,2.5025222301483154,0.8589921115442763,0.8098758127954271
23,2.3346567153930664,0.854989270138186,0.8137458198600345
24,2.2583940029144287,0.7748756966618604,0.8904727217223909
25,2.270434617996216,1.475429232730422,1.19112209810151
26,2.225118398666382,1.1369512545508007,1.0801297061973147
27,2.241676092147827,1.0679142454335855,1.021162748336792
28,2.213627815246582,1.0070303976535797,0.9646498759587606
29,2.106863260269165,0.9632065892219543,0.9192265537050035
30,2.3653833866119385,0.9476799514404562,0.9025970200697581
31,2.217038869857788,0.9372006502262381,0.9254943132400513
32,2.1682052612304688,0.9222835108291271,0.8975099590089586
33,2.1267030239105225,0.9219659885694814,0.8945805132389069
34,2.13069486618042,0.90684048034424,0.894616425037384
35,2.139338254928589,0.9084185916323995,0.8892309566338857
36,2.0649619102478027,0.9062136612659277,0.8879193829165565
37,2.1447439193725586,0.900011075097461,0.8943204085032145
38,2.299690008163452,0.8999501778635868,0.8745551506678263
39,2.2060329914093018,0.88631719558738,0.8968257009983063
40,2.348206043243408,0.9010479561118192,0.879231333732605
41,2.2717349529266357,0.8946873857531437,0.8885977731810676
