epoch,elapsed_time,train_loss,val_loss
1,6.866984128952026,1.0534277400655443,2.927929978493763
2,4.420014142990112,1.3117834212127746,1.8737880415890529
3,4.653135061264038,1.0763747609106071,1.309419239344804
4,4.395198106765747,0.9236282331444192,0.8110046283058499
5,4.3673412799835205,0.7051295207388568,0.5839326232671738
6,4.399859428405762,0.5692495260420337,0.4297483433847842
7,4.381584882736206,0.4749254291190913,0.3605663342320401
8,4.336992025375366,0.42042369101392596,0.2866782218865726
9,4.374348402023315,0.3806813508272171,0.23974969011286032
10,4.499140024185181,0.3518959114148298,0.2323368177141832
11,4.749750852584839,0.32340180945762415,0.21827422244393307
12,4.209510803222656,0.31006106424243435,0.20493655975746072
13,4.193406105041504,0.299527005263882,0.19462558983460718
14,4.332937002182007,0.28640621366273417,0.1654276331157788
15,4.3944761753082275,0.2868878667675808,0.16414643532556036
16,4.291614294052124,0.25186919061908203,0.1842144465316897
17,4.749000310897827,0.2636822779834467,0.15341541462618372
18,4.131872177124023,0.25131151553962316,0.16194839840349945
19,4.29699182510376,0.2495858675632789,0.15149543037557084
20,4.483324766159058,0.23543740064314192,0.13778458211732947
21,4.107568264007568,0.25420606978801324,0.14006898851822253
22,4.242793798446655,0.22441376912562797,0.12048726512686066
23,4.208783149719238,0.23722977520236255,0.10529081985030485
24,4.166850805282593,0.2237250256830042,0.1263737374835688
25,4.479207515716553,0.21654599978335268,0.11594363221007845
26,4.249828338623047,0.21051120115117283,0.12156531939525968
27,4.397897958755493,0.21096091703899825,0.08797173837766699
28,4.292039632797241,0.2071897236205507,0.1155976859204795
29,4.3407204151153564,0.2431720795759343,0.1127711417072493
30,4.491037368774414,0.19475031883063676,0.12188005196335523
31,4.442925453186035,0.19403307865018418,0.11477743366571225
32,4.593649864196777,0.21195513386536682,0.09235796522673058
33,4.643862009048462,0.1746992204162668,0.0838046752969208
34,4.646296739578247,0.16979597341432645,0.09960125678259393
35,4.559419393539429,0.16699383167341644,0.09087073902154098
36,4.466557025909424,0.1682581003967738,0.06232814353121364
37,4.231428146362305,0.16891492094146088,0.1423518758105195
38,4.5462634563446045,0.1778380168844913,0.10048472539157323
39,4.582864761352539,0.16092364487581348,0.09950928718013607
40,4.122457981109619,0.17228969090654955,0.09750493653321071
41,4.344626188278198,0.16179414081444407,0.10789240765101883
42,4.415795803070068,0.1573159520293733,0.11746831473125063
43,4.206667184829712,0.15371181927172042,0.12117718068032485
44,4.87590217590332,0.15501976752931482,0.10622911750460448
45,4.3581695556640625,0.14603449671790658,0.09579947123142041
46,4.13227391242981,0.14256322069967722,0.10285364043817896
47,4.834879636764526,0.1471311178736454,0.11636534216813743
48,4.460846185684204,0.1429262492242024,0.10849501411228077
49,4.147221326828003,0.14035073962887717,0.12812111310093946
50,4.596715688705444,0.14187038628784776,0.10748963592493016
