epoch,elapsed_time,train_acc,val_acc
1,6.866984128952026,0.7412280701754386,0.34782608695652173
2,4.420014142990112,0.5666666666666667,0.34782608695652173
3,4.653135061264038,0.5298245614035088,0.34782608695652173
4,4.395198106765747,0.550877192982456,0.4
5,4.3673412799835205,0.6263157894736843,0.6434782608695652
6,4.399859428405762,0.7245614035087724,0.9
7,4.381584882736206,0.8096491228070176,0.9130434782608695
8,4.336992025375366,0.8307017543859652,0.9347826086956522
9,4.374348402023315,0.8517543859649127,0.9391304347826087
10,4.499140024185181,0.8578947368421058,0.9347826086956522
11,4.749750852584839,0.8684210526315793,0.9217391304347826
12,4.209510803222656,0.868421052631579,0.9260869565217391
13,4.193406105041504,0.8807017543859653,0.9304347826086956
14,4.332937002182007,0.8833333333333336,0.9304347826086956
15,4.3944761753082275,0.8859649122807023,0.9217391304347826
16,4.291614294052124,0.8929824561403512,0.9260869565217391
17,4.749000310897827,0.8894736842105264,0.9391304347826087
18,4.131872177124023,0.9017543859649126,0.9217391304347826
19,4.29699182510376,0.8973684210526319,0.9347826086956522
20,4.483324766159058,0.9008771929824563,0.9521739130434783
21,4.107568264007568,0.8982456140350881,0.9260869565217391
22,4.242793798446655,0.9043859649122812,0.9478260869565217
23,4.208783149719238,0.9070175438596493,0.9521739130434783
24,4.166850805282593,0.9087719298245619,0.9434782608695652
25,4.479207515716553,0.9122807017543861,0.9478260869565217
26,4.249828338623047,0.9192982456140354,0.9434782608695652
27,4.397897958755493,0.92280701754386,0.9608695652173913
28,4.292039632797241,0.9131578947368425,0.9565217391304348
29,4.3407204151153564,0.9070175438596494,0.9608695652173913
30,4.491037368774414,0.9254385964912282,0.9434782608695652
31,4.442925453186035,0.9263157894736845,0.9565217391304348
32,4.593649864196777,0.9166666666666675,0.9695652173913043
33,4.643862009048462,0.9307017543859657,0.9695652173913043
34,4.646296739578247,0.9359649122807028,0.9608695652173913
35,4.559419393539429,0.9412280701754397,0.9695652173913043
36,4.466557025909424,0.9385964912280708,0.9739130434782609
37,4.231428146362305,0.9359649122807028,0.9391304347826087
38,4.5462634563446045,0.9324561403508776,0.9608695652173913
39,4.582864761352539,0.9394736842105273,0.9565217391304348
40,4.122457981109619,0.9315789473684218,0.9565217391304348
41,4.344626188278198,0.9368421052631584,0.9521739130434783
42,4.415795803070068,0.9368421052631587,0.9608695652173913
43,4.206667184829712,0.9412280701754394,0.9652173913043478
44,4.87590217590332,0.9421052631578957,0.9565217391304348
45,4.3581695556640625,0.939473684210527,0.9695652173913043
46,4.13227391242981,0.9429824561403517,0.9695652173913043
47,4.834879636764526,0.9421052631578954,0.9565217391304348
48,4.460846185684204,0.9464912280701764,0.9565217391304348
49,4.147221326828003,0.9421052631578957,0.9521739130434783
50,4.596715688705444,0.9438596491228078,0.9652173913043478
